unique_id,ds,y,Autoformer,LSTM,NHITS,BiTCN,DeepAR,KAN,MLP,NBEATS,PatchTST,TCN,TFT,cutoff_value,position
NVDA,2024-09-05 18:50:00-04:00,106.48,106.56087,107.233635,106.473434,106.49805,106.605385,106.46745,106.52468,106.49651,106.49305,109.27981,106.50979,106.51,3
NVDA,2024-09-05 18:55:00-04:00,106.44,106.44138,107.18651,106.52568,106.498856,106.60311,106.496895,106.575005,106.490135,106.50049,108.97378,106.51028,106.51,4
NVDA,2024-09-05 19:00:00-04:00,106.37,106.51269,107.252495,106.558846,106.48397,106.629364,106.478745,106.60253,106.50448,106.49735,109.25589,106.51059,106.51,5
NVDA,2024-09-05 19:05:00-04:00,106.29,106.2595,107.053406,106.32757,106.402695,106.35148,106.401886,106.36776,106.34753,106.376564,109.19195,106.36866,106.37,0
NVDA,2024-09-05 19:10:00-04:00,106.25,106.25725,106.95556,106.27286,106.39844,106.35428,106.39232,106.314095,106.3819,106.37685,108.78708,106.37408,106.37,1
NVDA,2024-09-05 19:15:00-04:00,106.19,106.30689,107.005196,106.24183,106.39251,106.363815,106.3547,106.31111,106.37797,106.367134,109.19096,106.3771,106.37,2
NVDA,2024-09-05 19:20:00-04:00,106.17,106.32325,107.11014,106.23015,106.40218,106.377205,106.358635,106.34956,106.40327,106.3688,109.225586,106.37869,106.37,3
NVDA,2024-09-05 19:25:00-04:00,106.24,106.35528,107.06081,106.22276,106.39762,106.36164,106.37497,106.367134,106.42091,106.36341,108.91777,106.37943,106.37,4
NVDA,2024-09-05 19:30:00-04:00,106.25,106.425705,107.12804,106.22174,106.39471,106.3701,106.388054,106.4063,106.41585,106.35939,109.201355,106.379715,106.37,5
NVDA,2024-09-05 19:35:00-04:00,106.31,106.22591,106.94878,106.25811,106.26474,106.24203,106.238,106.294624,106.2488,106.24456,109.05226,106.2506,106.25,0
NVDA,2024-09-05 19:40:00-04:00,106.38,106.251625,106.85068,106.248245,106.26603,106.241264,106.23568,106.29314,106.21281,106.23663,108.649506,106.26088,106.25,1
NVDA,2024-09-05 19:45:00-04:00,106.4,106.29028,106.9026,106.25134,106.2627,106.25251,106.281685,106.32015,106.20094,106.22384,109.05355,106.26844,106.25,2
NVDA,2024-09-05 19:50:00-04:00,106.35,106.307106,107.00618,106.25251,106.26346,106.26951,106.310234,106.33607,106.192955,106.23331,109.09714,106.27316,106.25,3
NVDA,2024-09-05 19:55:00-04:00,106.35,106.29799,106.95854,106.24379,106.26274,106.268585,106.29467,106.352455,106.19707,106.23553,108.79267,106.27597,106.25,4
NVDA,2024-09-06 04:05:00-04:00,105.44,106.0706,106.23782,105.698326,105.7926,105.914276,106.253586,105.62018,105.60762,105.5524,108.946,105.48196,105.49,0
NVDA,2024-09-06 04:10:00-04:00,104.91,106.09143,106.13248,105.882385,105.798195,106.04953,106.24239,105.70574,105.77538,105.527176,108.54707,105.52579,105.49,1
NVDA,2024-09-06 04:15:00-04:00,104.73,106.15399,106.183,106.03282,105.796455,106.15316,106.24858,105.84137,105.876785,105.53992,108.95253,105.5438,105.49,2
NVDA,2024-09-06 04:20:00-04:00,104.8,106.17787,106.30185,106.112915,105.80704,106.2127,106.2633,105.887794,105.840034,105.556854,108.99582,105.55438,105.49,3
NVDA,2024-09-06 04:25:00-04:00,105.28,106.20494,106.23232,106.138435,105.80392,106.20167,106.24127,106.00202,105.86731,105.54397,108.69307,105.561935,105.49,4
NVDA,2024-09-06 04:30:00-04:00,105.02,106.34076,106.31246,106.16214,105.84727,106.234184,106.26493,106.00417,105.881615,105.483154,108.96856,105.56823,105.49,5
NVDA,2024-09-06 04:35:00-04:00,104.82,105.512215,105.88529,104.98987,104.97375,105.06459,105.80743,105.077446,104.97642,105.01794,108.40522,104.98487,105.02,0
NVDA,2024-09-06 04:40:00-04:00,104.81,105.34199,105.777985,104.99944,104.983696,105.23655,105.78799,104.92498,104.81154,104.942955,108.01409,105.02126,105.02,1
NVDA,2024-09-06 04:45:00-04:00,104.57,105.22209,105.83361,104.95567,104.97289,105.42512,105.80459,104.83388,104.64895,104.892715,108.43267,105.06718,105.02,2
NVDA,2024-09-06 04:50:00-04:00,104.48,105.15389,105.94815,104.99566,104.93267,105.55856,105.83814,104.82325,104.556465,104.921745,108.49917,105.09962,105.02,3
NVDA,2024-09-06 04:55:00-04:00,104.54,104.90654,105.89225,105.03204,104.94792,105.57565,105.81001,104.973015,104.56768,104.97093,108.20262,105.1225,105.02,4
NVDA,2024-09-06 05:00:00-04:00,104.56,104.65498,105.967926,105.05825,105.01029,105.67685,105.835724,105.01369,104.69769,104.969986,108.451904,105.13921,105.02,5
NVDA,2024-09-06 05:05:00-04:00,104.52,104.94192,105.455505,104.59459,104.68414,104.56265,105.09883,104.67294,104.65175,104.57099,108.04975,104.44658,104.56,0
NVDA,2024-09-06 05:10:00-04:00,104.69,105.12713,105.34875,104.63005,104.70265,104.65717,105.10593,104.684204,104.71975,104.52692,107.67772,104.49246,104.56,1
NVDA,2024-09-06 05:15:00-04:00,104.75,105.335785,105.40048,104.644554,104.70307,104.80687,105.10692,104.69139,104.771484,104.49666,108.10386,104.575485,104.56,2
NVDA,2024-09-06 05:20:00-04:00,104.9,105.56949,105.5223,104.68771,104.67255,104.95777,105.088844,104.79955,104.76266,104.50784,108.18441,104.64297,104.56,3
NVDA,2024-09-06 05:25:00-04:00,104.93,105.61117,105.468475,104.75753,104.67549,105.00504,105.054085,104.99146,104.847466,104.53084,107.886795,104.70018,104.56,4
NVDA,2024-09-06 05:30:00-04:00,104.93,104.97343,105.54291,104.79445,104.72662,105.143715,105.06624,104.942444,104.900566,104.52893,108.12415,104.751015,104.56,5
NVDA,2024-09-06 05:35:00-04:00,104.88,104.349945,105.75303,105.01159,104.869316,104.8108,105.1596,105.02797,104.97085,104.92781,108.04744,104.8863,104.93,0
NVDA,2024-09-06 05:40:00-04:00,104.81,104.28151,105.64294,105.09149,104.86284,104.73036,105.272575,104.96135,105.032745,104.91668,107.65979,104.91479,104.93,1
NVDA,2024-09-06 05:45:00-04:00,105.15,104.53235,105.698654,105.12483,104.896225,104.695885,105.30551,105.03666,105.057724,104.90386,108.09344,104.92342,104.93,2
NVDA,2024-09-06 05:50:00-04:00,105.18,104.74017,105.81412,105.10851,104.89558,104.653755,105.404724,105.15962,105.11425,104.89076,108.144196,104.929146,104.93,3
NVDA,2024-09-06 05:55:00-04:00,105.21,104.85034,105.7576,105.06038,104.900024,104.57535,105.42828,105.228035,105.12226,104.90788,107.83665,104.93171,104.93,4
NVDA,2024-09-06 06:00:00-04:00,105.07,105.03594,105.83485,105.09297,104.90236,104.52185,105.57953,105.229866,105.193985,104.94279,108.10632,104.933044,104.93,5
NVDA,2024-09-06 06:05:00-04:00,105.24,105.08246,105.861404,105.150604,105.11982,105.04853,105.16312,105.05972,105.12908,105.08093,108.165764,105.06926,105.07,0
NVDA,2024-09-06 06:10:00-04:00,105.29,104.989845,105.752075,105.20559,105.13031,105.038025,105.16404,105.05302,105.16523,105.08978,107.75927,105.07209,105.07,1
NVDA,2024-09-06 06:15:00-04:00,105.23,104.899216,105.80516,105.17859,105.13673,105.040115,105.21518,105.05836,105.18262,105.09439,108.19784,105.07835,105.07,2
NVDA,2024-09-06 06:20:00-04:00,105.12,104.658676,105.921906,105.19815,105.13398,105.02474,105.282585,105.05954,105.20443,105.07453,108.219086,105.081345,105.07,3
NVDA,2024-09-06 06:25:00-04:00,105.24,104.24779,105.86151,105.293015,105.15929,104.97872,105.2546,105.07086,105.29539,105.07602,107.89493,105.083084,105.07,4
NVDA,2024-09-06 06:30:00-04:00,105.28,104.626945,105.941055,105.26733,105.13229,104.9409,105.24335,105.08954,105.401955,105.10086,108.197945,105.08426,105.07,5
NVDA,2024-09-06 06:35:00-04:00,105.29,105.52782,106.058975,105.228806,105.26241,105.23966,105.40229,105.23536,105.2613,105.2733,108.2711,105.27889,105.28,0
NVDA,2024-09-06 06:40:00-04:00,105.39,105.36676,105.951775,105.26706,105.259964,105.218056,105.470215,105.29918,105.237885,105.28197,107.82356,105.27793,105.28,1
NVDA,2024-09-06 06:45:00-04:00,105.6,105.26816,106.00223,105.302734,105.263626,105.22564,105.5432,105.38093,105.29113,105.27702,108.28664,105.27954,105.28,2
NVDA,2024-09-06 06:50:00-04:00,105.45,105.15622,106.11731,105.335815,105.262276,105.227936,105.59622,105.37499,105.36738,105.28483,108.29063,105.28213,105.28,3
NVDA,2024-09-06 06:55:00-04:00,105.32,105.12852,106.06498,105.38609,105.273346,105.19002,105.60314,105.43843,105.40841,105.28814,107.94689,105.284996,105.28,4
NVDA,2024-09-06 07:00:00-04:00,105.1,105.015656,106.1385,105.39647,105.25492,105.17734,105.59957,105.41949,105.28126,105.29767,108.2721,105.288,105.28,5
NVDA,2024-09-06 07:05:00-04:00,105.5,105.09346,105.86362,105.14328,105.19305,105.150154,105.20478,105.19863,105.24812,105.11816,108.31337,105.10358,105.1,0
NVDA,2024-09-06 07:10:00-04:00,105.52,105.16618,105.7543,105.19966,105.19174,105.196625,105.25277,105.22217,105.283936,105.122444,107.85374,105.10135,105.1,1
NVDA,2024-09-06 07:15:00-04:00,105.53,105.190125,105.80516,105.19906,105.19809,105.24111,105.285904,105.25016,105.24817,105.11906,108.321266,105.10501,105.1,2
NVDA,2024-09-06 07:20:00-04:00,105.7,105.054306,105.92467,105.19094,105.20846,105.26507,105.2678,105.24118,105.21439,105.11299,108.33071,105.10699,105.1,3
NVDA,2024-09-06 07:25:00-04:00,105.68,104.897224,105.86265,105.191605,105.21527,105.25148,105.22283,105.25303,105.10877,105.11491,107.983894,105.107834,105.1,4
NVDA,2024-09-06 07:30:00-04:00,105.91,104.988815,105.94209,105.20318,105.21326,105.25486,105.25803,105.28832,105.118034,105.10334,108.30868,105.10813,105.1,5
NVDA,2024-09-06 07:35:00-04:00,105.76,105.92706,106.5863,105.824486,105.77914,105.90867,105.86457,105.92858,105.87326,105.90129,108.50049,105.901,105.91,0
NVDA,2024-09-06 07:40:00-04:00,105.74,105.98893,106.48657,105.79489,105.78221,105.93109,105.8787,105.88952,105.838234,105.91531,108.04435,105.89812,105.91,1
NVDA,2024-09-06 07:45:00-04:00,105.85,105.87702,106.55164,105.77564,105.78039,105.98111,105.84916,105.88062,105.83042,105.9116,108.49327,105.90088,105.91,2
NVDA,2024-09-06 07:50:00-04:00,105.82,105.66925,106.64971,105.804924,105.780365,106.00454,105.83072,105.830345,105.840866,105.91676,108.51098,105.90609,105.91,3
NVDA,2024-09-06 07:55:00-04:00,105.73,105.830284,106.60375,105.79134,105.791435,105.92578,105.82544,105.833405,105.855255,105.92299,108.159775,105.91334,105.91,4
NVDA,2024-09-06 08:00:00-04:00,106.13,105.820564,106.66743,105.77778,105.77847,105.836426,105.8541,105.90929,105.84645,105.93149,108.49058,105.92078,105.91,5
NVDA,2024-09-06 08:05:00-04:00,105.96,106.15456,106.77746,106.09124,105.9317,106.07689,106.08944,106.076775,106.07131,106.115265,108.61723,106.11304,106.13,0
NVDA,2024-09-06 08:10:00-04:00,105.67,106.42085,106.68218,106.045,105.924065,106.05181,106.07517,106.07501,106.048965,106.124245,108.16807,106.10525,106.13,1
NVDA,2024-09-06 08:15:00-04:00,105.66,106.3672,106.75,105.99427,105.929184,106.05793,106.06508,106.063194,106.04655,106.131836,108.598625,106.10744,106.13,2
NVDA,2024-09-06 08:20:00-04:00,105.798,106.46238,106.84549,105.98292,105.93823,106.049385,106.08143,106.068985,106.0419,106.13986,108.62014,106.113144,106.13,3
NVDA,2024-09-06 08:25:00-04:00,105.93,106.18397,106.798874,106.002464,105.94702,105.93449,106.11521,106.07808,106.05737,106.15926,108.26989,106.11872,106.13,4
NVDA,2024-09-06 08:30:00-04:00,106.94,105.70453,106.861084,106.0143,105.92496,105.825714,106.12594,106.12185,106.04271,106.16242,108.60215,106.12235,106.13,5
NVDA,2024-09-06 08:35:00-04:00,107.4,106.551575,107.51535,106.914536,106.5118,106.63101,106.96443,107.06235,106.92294,106.907776,108.77751,106.90454,106.94,0
NVDA,2024-09-06 08:40:00-04:00,106.82,106.48691,107.453064,106.99442,106.50461,106.47238,107.02054,107.04716,107.02164,106.90793,108.32857,106.904144,106.94,1
NVDA,2024-09-06 08:45:00-04:00,108.0365,106.55563,107.5308,106.9132,106.500374,106.41879,107.03983,106.96462,107.04725,106.91639,108.73933,106.90473,106.94,2
NVDA,2024-09-06 08:50:00-04:00,107.8895,106.683784,107.62706,106.900314,106.49769,106.363716,107.04281,106.95908,107.08986,106.93884,108.76705,106.90746,106.94,3
NVDA,2024-09-06 08:55:00-04:00,108.08,106.91587,107.5645,106.89026,106.504265,106.16107,107.116554,107.04369,107.08024,106.9514,108.4185,106.91066,106.94,4
NVDA,2024-09-06 09:00:00-04:00,108.0,106.743004,107.62733,106.88468,106.458786,106.04705,107.19252,107.16878,107.08717,106.98463,108.74549,106.91422,106.94,5
NVDA,2024-09-06 09:05:00-04:00,108.12,107.46031,108.33708,108.07384,107.52922,107.900444,108.09665,108.12841,108.24761,108.01953,109.632225,107.91112,108.0,0
NVDA,2024-09-06 09:10:00-04:00,108.14,107.72324,108.289894,108.07775,107.52169,107.77227,108.21184,108.048515,108.38078,108.02829,109.16539,107.95509,108.0,1
NVDA,2024-09-06 09:15:00-04:00,108.41,108.05549,108.38816,108.13941,107.50158,107.738014,108.12576,108.063965,108.42476,108.030205,109.51491,107.964355,108.0,2
NVDA,2024-09-06 09:20:00-04:00,108.65,108.32124,108.484825,108.200356,107.52859,107.62983,108.25898,107.95707,108.46338,108.03924,109.54096,107.96759,108.0,3
NVDA,2024-09-06 09:25:00-04:00,108.057,108.61928,108.38368,108.23782,107.57004,107.340126,108.26333,107.89001,108.508995,108.067924,109.19356,107.968796,108.0,4
NVDA,2024-09-06 09:30:00-04:00,107.185,108.836845,108.45643,108.30068,107.495285,107.149216,108.13171,108.06873,108.53973,108.064674,109.4964,107.96969,108.0,5
NVDA,2024-09-06 09:35:00-04:00,105.695,106.767715,107.526245,107.61563,107.37583,107.141205,107.48207,107.42105,107.85989,107.23079,109.91444,107.16246,107.185,0
NVDA,2024-09-06 09:40:00-04:00,105.64,106.471855,107.47031,107.84708,107.365875,107.09917,107.68636,107.56645,108.05117,107.24899,109.42708,107.13975,107.185,1
NVDA,2024-09-06 09:45:00-04:00,105.85,106.21903,107.548035,107.89185,107.34928,107.11243,107.68959,107.628006,108.078094,107.257454,109.757416,107.1293,107.185,2
NVDA,2024-09-06 09:50:00-04:00,104.64,106.03357,107.66121,107.905754,107.40348,107.06191,107.53755,107.58391,108.057495,107.236565,109.797,107.12783,107.185,3
NVDA,2024-09-06 09:55:00-04:00,104.165,105.849365,107.56051,107.94734,107.40185,106.817215,107.738594,107.575066,108.134674,107.25185,109.450226,107.12759,107.185,4
NVDA,2024-09-06 10:00:00-04:00,104.65,106.55905,107.634125,107.95602,107.38641,106.65719,107.642494,107.775024,108.152115,107.247795,109.731926,107.12638,107.185,5
NVDA,2024-09-06 10:05:00-04:00,105.175,104.07946,105.47846,104.17123,104.664536,104.95068,104.51444,104.72114,104.9439,104.642235,108.3733,104.65317,104.65,0
NVDA,2024-09-06 10:10:00-04:00,104.98,104.06972,105.36705,103.53859,104.65704,105.21656,104.62436,104.2648,104.46403,104.48062,107.93197,104.686325,104.65,1
NVDA,2024-09-06 10:15:00-04:00,105.05,104.07445,105.421616,103.180504,104.649414,105.441734,104.616806,104.18055,103.93807,104.47789,108.341,104.718025,104.65,2
NVDA,2024-09-06 10:20:00-04:00,104.27,104.22711,105.54251,103.067085,104.70335,105.59445,104.57878,103.974976,104.06208,104.47568,108.42883,104.73854,104.65,3
NVDA,2024-09-06 10:25:00-04:00,103.7,104.20376,105.48177,103.108574,104.703064,105.62818,104.74152,104.17418,104.685135,104.551575,108.13775,104.75131,104.65,4
NVDA,2024-09-06 10:30:00-04:00,103.1,103.426285,105.56514,103.15522,104.71736,105.70582,104.80344,104.33796,104.48495,104.52866,108.37514,104.75939,104.65,5
NVDA,2024-09-06 10:35:00-04:00,103.385,103.24466,104.04834,103.288185,103.77781,103.20686,102.72164,103.35711,103.132286,103.15792,107.596146,103.06079,103.1,0
NVDA,2024-09-06 10:40:00-04:00,102.61,104.22882,103.93126,103.181915,103.792885,103.409515,102.86084,103.19661,103.17029,103.065254,107.28994,103.15505,103.1,1
NVDA,2024-09-06 10:45:00-04:00,102.91,104.48653,103.97931,103.27787,103.850006,103.65146,102.87839,103.176414,103.22329,103.06664,107.64609,103.20155,103.1,2
NVDA,2024-09-06 10:50:00-04:00,102.34,104.64381,104.12063,103.16172,103.88437,103.823326,102.65658,103.07387,103.08295,103.15539,107.82321,103.22516,103.1,3
NVDA,2024-09-06 10:55:00-04:00,102.645,104.84553,104.04892,103.159676,103.85501,103.91165,102.73352,103.24595,102.794266,103.15986,107.54171,103.23525,103.1,4
NVDA,2024-09-06 11:00:00-04:00,103.06,104.45112,104.13186,103.13717,103.90242,104.05075,102.70825,103.61212,103.21956,103.136444,107.65983,103.23838,103.1,5
NVDA,2024-09-06 11:05:00-04:00,102.725,104.25259,104.109726,102.822464,103.08011,103.23527,101.94213,103.09313,102.903076,103.087555,106.86053,102.94619,103.06,0
NVDA,2024-09-06 11:10:00-04:00,103.0901,103.86009,103.995964,103.00817,103.06957,103.47698,102.26324,102.89183,102.85086,102.94246,106.57814,102.99048,103.06,1
NVDA,2024-09-06 11:15:00-04:00,102.42,103.621544,104.04791,103.12619,103.1416,103.799644,102.63784,102.95649,102.92431,102.91655,106.92637,102.9868,103.06,2
NVDA,2024-09-06 11:20:00-04:00,102.53,103.2303,104.17699,103.158035,103.139435,104.08241,102.75337,103.11923,102.78119,102.93544,107.11663,102.978455,103.06,3
NVDA,2024-09-06 11:25:00-04:00,102.32,102.99798,104.13129,103.117645,103.14285,104.25082,103.03624,103.55167,103.01332,103.02775,106.798256,102.968,103.06,4
NVDA,2024-09-06 11:30:00-04:00,102.45,103.371,104.202484,103.14867,103.16973,104.46088,103.29288,103.73223,102.97007,103.08389,106.93237,102.958626,103.06,5
NVDA,2024-09-06 11:35:00-04:00,102.0401,97.24706,103.51873,102.40674,102.43986,102.35529,102.65483,102.55512,102.61985,102.45716,106.58677,102.34563,102.45,0
NVDA,2024-09-06 11:40:00-04:00,101.89,97.41621,103.39899,102.46493,102.44246,102.36973,102.553154,102.399185,102.55969,102.40027,106.25632,102.41367,102.45,1
NVDA,2024-09-06 11:45:00-04:00,101.85,97.61055,103.44708,102.39294,102.53181,102.48531,102.46325,102.4544,102.60011,102.39158,106.66229,102.42456,102.45,2
NVDA,2024-09-06 11:50:00-04:00,101.715,98.93375,103.58282,102.17489,102.607124,102.56209,102.35901,102.57579,102.39263,102.37824,106.786545,102.4308,102.45,3
NVDA,2024-09-06 11:55:00-04:00,101.663,101.956345,103.528305,102.10994,102.57523,102.520874,101.91709,102.61978,102.365135,102.41973,106.4666,102.43254,102.45,4
NVDA,2024-09-06 12:00:00-04:00,101.025,101.122795,103.60642,102.09835,102.595215,102.51574,102.304405,102.65018,102.625755,102.42403,106.675934,102.43421,102.45,5
NVDA,2024-09-06 12:05:00-04:00,101.825,98.72377,102.23825,101.03082,101.267296,101.05489,100.92707,101.154526,101.145424,101.03303,106.10603,100.926186,101.025,0
NVDA,2024-09-06 12:10:00-04:00,101.67,98.25976,102.085144,100.90925,101.25844,101.18537,100.78233,100.90544,101.17511,100.9557,105.66087,100.963104,101.025,1
NVDA,2024-09-06 12:15:00-04:00,101.8999,98.12903,102.13439,100.93967,101.27879,101.40029,100.81941,101.12918,101.4128,100.881584,106.16383,100.9624,101.025,2
NVDA,2024-09-06 12:20:00-04:00,102.245,97.88654,102.26844,100.948685,101.29237,101.542595,100.93698,101.40202,101.53572,100.802536,106.25366,100.95896,101.025,3
NVDA,2024-09-06 12:25:00-04:00,101.84,99.64915,102.20243,100.79913,101.28451,101.5875,100.871605,101.3571,101.54918,100.90902,105.90979,100.95347,101.025,4
NVDA,2024-09-06 12:30:00-04:00,102.445,101.544945,102.30707,100.84384,101.328804,101.65252,101.064064,101.64168,101.5873,100.95006,106.16698,100.948586,101.025,5
NVDA,2024-09-06 12:35:00-04:00,102.19,101.80202,103.484024,102.36027,102.25593,102.29431,102.18328,102.31322,102.41493,102.44166,106.17727,102.39257,102.445,0
NVDA,2024-09-06 12:40:00-04:00,102.01,101.89217,103.36715,102.22523,102.27835,102.19187,101.91722,102.14409,102.41701,102.45909,105.72835,102.426445,102.445,1
NVDA,2024-09-06 12:45:00-04:00,101.905,102.49394,103.41662,102.25676,102.29498,102.1009,101.95825,102.29158,102.50765,102.43382,106.25277,102.44037,102.445,2
NVDA,2024-09-06 12:50:00-04:00,101.77,102.75766,103.54766,102.258316,102.26085,101.9947,101.897964,102.33324,102.4462,102.39928,106.3025,102.44956,102.445,3
NVDA,2024-09-06 12:55:00-04:00,102.01,103.13345,103.50266,102.237404,102.29231,101.791435,101.80837,102.32428,102.3749,102.40485,105.95493,102.45478,102.445,4
NVDA,2024-09-06 13:00:00-04:00,102.195,102.486824,103.57341,102.20988,102.23956,101.616035,101.907524,102.41925,102.506935,102.45708,106.23808,102.4577,102.445,5
NVDA,2024-09-06 13:05:00-04:00,102.61,102.122154,103.290695,102.20879,102.074196,102.149666,102.21412,102.1532,102.17174,102.18867,106.12288,102.16734,102.195,0
NVDA,2024-09-06 13:10:00-04:00,102.86,101.924385,103.17255,102.1762,102.042885,102.16349,102.26137,102.118645,102.06766,102.15626,105.64576,102.18541,102.195,1
NVDA,2024-09-06 13:15:00-04:00,102.795,101.62754,103.221924,102.01788,102.07262,102.242775,102.4177,102.08372,102.04425,102.13943,106.203514,102.19243,102.195,2
NVDA,2024-09-06 13:20:00-04:00,103.1294,101.95009,103.35554,101.83832,102.05608,102.34724,102.515045,102.101006,101.89329,102.11239,106.21688,102.19693,102.195,3
NVDA,2024-09-06 13:25:00-04:00,102.615,101.61815,103.305595,101.636566,102.05561,102.30591,102.41961,102.12289,101.78835,102.115295,105.86234,102.199295,102.195,4
NVDA,2024-09-06 13:30:00-04:00,102.545,102.34558,103.38059,101.64602,102.009796,102.36012,102.35881,102.094284,101.73603,102.116646,106.171585,102.20059,102.195,5
NVDA,2024-09-06 13:35:00-04:00,102.25,102.41682,103.51001,102.590866,102.62796,102.67536,102.63285,102.73446,102.637505,102.56282,106.396965,102.542435,102.545,0
NVDA,2024-09-06 13:40:00-04:00,101.95,102.41187,103.39403,102.485214,102.6312,102.82378,102.579445,102.72089,102.600624,102.58521,105.91701,102.54295,102.545,1
NVDA,2024-09-06 13:45:00-04:00,102.13,102.24354,103.44345,102.45073,102.637375,103.002655,102.65956,102.692,102.537636,102.587,106.474434,102.55192,102.545,2
NVDA,2024-09-06 13:50:00-04:00,102.275,102.30443,103.578995,102.44766,102.66729,103.176285,102.53231,102.61844,102.48179,102.594795,106.43236,102.557686,102.545,3
NVDA,2024-09-06 13:55:00-04:00,102.3802,102.15486,103.52038,102.3891,102.656906,103.21268,102.55059,102.643875,102.48124,102.58599,106.07538,102.5616,102.545,4
NVDA,2024-09-06 14:00:00-04:00,102.325,102.23143,103.59636,102.36984,102.679924,103.342224,102.63271,102.761566,102.57341,102.58685,106.42071,102.56492,102.545,5
NVDA,2024-09-06 14:05:00-04:00,102.165,102.4675,103.35276,102.36247,102.32337,102.30549,102.285965,102.272644,102.14074,102.322235,106.21748,102.323044,102.325,0
NVDA,2024-09-06 14:10:00-04:00,102.1991,102.40319,103.23686,102.540474,102.31337,102.33728,102.33353,102.23827,102.087166,102.32261,105.715004,102.323654,102.325,1
NVDA,2024-09-06 14:15:00-04:00,102.015,102.363464,103.28858,102.720314,102.301414,102.428314,102.3943,102.319244,102.13725,102.30511,106.28459,102.32965,102.325,2
NVDA,2024-09-06 14:20:00-04:00,101.825,102.19144,103.42114,102.77224,102.31244,102.52623,102.44192,102.26713,102.12408,102.29483,106.27678,102.33312,102.325,3
NVDA,2024-09-06 14:25:00-04:00,102.01,102.22405,103.36737,102.74547,102.33204,102.4933,102.406525,102.25028,102.237144,102.301735,105.91605,102.33493,102.325,4
NVDA,2024-09-06 14:30:00-04:00,102.2055,101.914215,103.44134,102.7827,102.3053,102.53437,102.5062,102.29318,102.38787,102.290504,106.241,102.33596,102.325,5
NVDA,2024-09-06 14:35:00-04:00,102.3357,101.827515,103.2544,102.33018,102.16313,102.06451,102.29166,102.29563,102.41918,102.20758,106.052505,102.20458,102.2055,0
NVDA,2024-09-06 14:40:00-04:00,102.6701,101.94726,103.13937,102.57714,102.141106,101.97042,102.356636,102.27231,102.657005,102.20779,105.57579,102.20632,102.2055,1
NVDA,2024-09-06 14:45:00-04:00,102.525,102.0909,103.19047,102.806885,102.16893,101.91686,102.45946,102.36964,102.91846,102.19876,106.12938,102.20938,102.2055,2
NVDA,2024-09-06 14:50:00-04:00,102.7105,102.18886,103.32239,102.998634,102.17479,101.873116,102.50098,102.4616,103.13797,102.22808,106.135666,102.21258,102.2055,3
NVDA,2024-09-06 14:55:00-04:00,102.7892,102.239235,103.27221,103.10078,102.15706,101.773315,102.52754,102.48115,103.26313,102.21969,105.7867,102.214775,102.2055,4
NVDA,2024-09-06 15:00:00-04:00,103.238,101.86589,103.34497,103.153564,102.124115,101.71397,102.45806,102.53249,103.28665,102.2288,106.092674,102.21608,102.2055,5
NVDA,2024-09-06 15:05:00-04:00,103.19,103.27236,104.15311,103.28923,102.97556,103.179726,103.19785,103.25397,103.322525,103.23289,106.32499,103.19306,103.238,0
NVDA,2024-09-06 15:10:00-04:00,103.065,103.193985,104.04017,103.260666,102.97172,103.12158,103.24323,103.33125,103.25766,103.192955,105.85187,103.179886,103.238,1
NVDA,2024-09-06 15:15:00-04:00,102.94,103.19342,104.09893,103.35217,102.96643,103.08525,103.201675,103.357574,103.39891,103.20716,106.39319,103.17855,103.238,2
NVDA,2024-09-06 15:20:00-04:00,103.1701,103.21042,104.21673,103.43393,102.96522,102.99939,103.22474,103.40957,103.5193,103.2145,106.382515,103.182785,103.238,3
NVDA,2024-09-06 15:25:00-04:00,103.385,103.2789,104.168175,103.611916,102.96123,102.73296,103.23467,103.38211,103.55639,103.23314,106.03076,103.18682,103.238,4
NVDA,2024-09-06 15:30:00-04:00,103.5962,103.35416,104.24304,103.73536,102.96105,102.55131,103.2561,103.49936,103.64889,103.23931,106.35602,103.18901,103.238,5
NVDA,2024-09-06 15:35:00-04:00,103.2807,103.49275,104.46018,103.49525,103.307556,103.52293,103.653625,103.59267,103.53634,103.58122,106.60204,103.54468,103.5962,0
NVDA,2024-09-06 15:40:00-04:00,103.095,103.27504,104.34729,103.360085,103.3044,103.45113,103.688484,103.59257,103.41217,103.59345,106.12915,103.52982,103.5962,1
NVDA,2024-09-06 15:45:00-04:00,103.34,103.15716,104.40457,103.32752,103.31855,103.417206,103.63699,103.59325,103.43766,103.60117,106.64786,103.52747,103.5962,2
NVDA,2024-09-06 15:50:00-04:00,102.93,103.07642,104.521194,103.382576,103.31203,103.33374,103.89772,103.63241,103.535614,103.642105,106.620735,103.53126,103.5962,3
NVDA,2024-09-06 15:55:00-04:00,102.81,103.04758,104.466354,103.42723,103.3192,103.06859,103.904755,103.55677,103.456795,103.63148,106.25856,103.5373,103.5962,4
NVDA,2024-09-06 16:00:00-04:00,102.8,103.091896,104.5456,103.43045,103.284424,102.850235,103.88884,103.72634,103.37128,103.65112,106.60824,103.541504,103.5962,5
NVDA,2024-09-06 16:05:00-04:00,102.97,102.876045,103.72318,102.92676,102.80691,102.86998,102.89952,102.75971,102.76342,102.80907,106.49816,102.80578,102.8,0
